sentence,entities,positive_negative
Here are the rightwing domestic terrorists who targeted the governor of Michigan.  The trump White House's response? Blame Gov. Whitmer. https://t.co/HMUUKUh0yo,trump,-1
🚨🚨There is it: trump wants to steal billions from Medicare to pay for an illegal voter bribery scheme weeks before the election. https://t.co/MydSzRDWXl,trump,-1
Last week I demanded answers on this trump voter bribery scheme. It is reminiscent of trump throwing billions at farmers to buy votes. Trump thinks the government is his campaign piggy bank. https://t.co/eC0pi51I4Q https://t.co/mYawlqj7Vf,trump,-1
"No more beating around the bush. Coldblooded murderers, rampaging neo-nazis, militia maniacs, and other rightwing domestic terrorists have exploded because trump has spent four years winking, nodding, and tacitly endorsing their extremism. We need to say it out loud. https://t.co/TW4gNKSr52",trump,-1
Trump's faux populist campaign is the greatest political fraud ever foisted on America because trump and his rabble are elites who think they should follow no laws. They have nothing but contempt for average Americans. https://t.co/lBCtBQQcPH,trump,-1
"Trump required his doctors to sign non-disclosure agreements which is totally normal and raises no red flags at all. Also, those NDAs are not enforceable. https://t.co/GqS8dny5SH",trump,-1
Last 12 hours: trump is screaming for his enemies to be tried for treason. Pence won't agree to leave office peacefully. Mcconnell republicans senators arguing openly America isn't a democracy.   This is the republican party. https://t.co/5cLeVaR7Lq,trump,-1
"This morning trump ranting for Pres Obama, VP Biden, and his other political enemies to be tried for treason.  Never forget that 247/248 republicans in Congress refused to remove this deranged man because they value their power more than our democracy or even your life. https://t.co/stNvhd2vuc",trump,-1
"Would you be able to afford the medical care trump gets? Probably not.  But if it makes you feel better, trump is court right now trying to destroy the ACA and steal your health care during a pandemic. https://t.co/t1Mt8A5zNd",trump,-1
"No beating around the bush. Coldblooded murderers, rampaging neo-nazis, militia maniacs, and other rightwing domestic terrorists have exploded because trump has spent four years endorsing their extremism. We need to say it out loud. https://t.co/xeMibXet8P",trump,-1
"Trump will release a health care plan when he voluntarily discloses his tax returns, which is to say never. https://t.co/UyWhst1NQ8",trump,-1
Back in April @SenatorMenendez and I demanded a federal probe of Dr. Bright’s removal.   There will come a time when we get evidence of what happened. The trump toadies who’ve put lives in danger to please trump will be exposed and held to account. https://t.co/i6R5B6ZAkI,trump,-1
Dr. Bright is a vaccines expert who has been against for not promoting dangerous drugs touted by trump. His sidelining is a national scandal perpetrated by trump's gangsters who don't care how many Americans they kill. https://t.co/Dj4FrMMN2j,trump,-1
Federal appeals court green lights sprawling probe of trump tax returns. Good. https://t.co/2ZdTke5sUe,trump,-1
“The medical staff has traced the White House cases to the Sept. 26 Rose Garden ceremony for Trump to announce Amy Coney Barrett”  How many Americans will become gravely ill from trump's pandemic party for republicans' Supreme Court extremist? https://t.co/1U5zskgpRL,trump,-1
"Not one republican in Congress said a *one word* while trump spent years kissing the Chinese communist party’s shoes. When trump gave his silence to CCP violence against #HongKong, crickets from gop. @mcuban  Mcconnell republicans will do anything to deflect from their cowardice. https://t.co/3qZMJWygik https://t.co/z7H3JmONov",trump,-1
"As he kills another stimulus bill never forget that when given a chance to remove this man, 247-of-248 republican in Congress voted to keep trump in office.  So much of this tragedy could’ve been avoided but gop leaders value power more than democracy or even your life.",trump,-1
House Dems passed relief months ago. But trump and mcconnell republicans don't give a crap about you or anyone else. https://t.co/GP8fXZl6wt,trump,-1
Our military leadership has been put on ice by a crisis created inside the corrupt trump White House.   The pandemic party for trump’s extremist created a superspreader that is growing. How far is being covered up.  The republican party is a threat to US national security. https://t.co/lLqB6iU7Ua,trump,-1
"🚨 This is a national security threat, precipitated by trump’s Supreme Court pandemic party, callous recklessness, and now a coverup of how far trump has helped spread the virus at the top echelons of government. https://t.co/7zzUGQTS5J",trump,-1
Trump and his enablers don't give a second thought to endangering the lives of any Americans including their most fervent followers. https://t.co/Ev4cBhfaIP,trump,-1
Grotesque callousness for others is a calling card of trump and his servile adjutants.  I've said it before and I'll say it again. The republican party is unfit to govern and a threat to your life. https://t.co/ofwHOxFLcQ,trump,-1
"'As long as we have a president like Trump, I’m beyond grateful for pit bulls like Pascrell.' https://t.co/14TprvTn19",trump,-1
"“I’ve heard from him that he would continue with pre-existing conditions so that people would not lose their health insurance,” she said.  Trump can say whatever he wants but he is in court trying to obliterate these protections *right now* and lying. https://t.co/2BkQc0yp1W",trump,-1
"To bask in the adulation of a handful of his supporters, trump just endangered the lives of Secret Service agents and others in his entourage. What a goddamn disgrace. https://t.co/qtTIYE9qAU",trump,-1
The best rule of thumb in pursuing the truth is to assume anything said by the trump White House is a lie until proven otherwise. https://t.co/WxIQtnQtrE,trump,-1
"If the timeline just provided by trump's doctors is accurate, trump knowingly held events while sick and exposed countless people and his own supporters to this virus. What can you even say? https://t.co/JZCQiLnwEL",trump,-1
Please put this in context.  Gop officials are eager to endanger the lives of national leaders and their own supporters for a court packing stunt before an election.  It isn’t just trump. The entire republican leadership could care less if you live or die. https://t.co/TitMbxcWT6,trump,-1
"This is one of the most astonishing moments in US history.   I wish Mr Trump and Melania a speedy recovery w/ no lingering effects.  If the most powerful man on earth can get this germ, anyone can. Wear a damn mask. Treat this illness more seriously than this govt has treated it.",trump,-1
The law enforcement money mentioned here by the gop leader was *opposed* by 184-of-185 (99.5%) of House republicans. The lying and bad faith are bottomless.  Want to know who keeps trying to defund law enforcement? Trump and republicans! Proof: https://t.co/NTNt0v20be https://t.co/nOW8aYLep4,trump,-1
Mcconnell republicans just blocked a resolution condemning white supremacy. They must agree with trump. https://t.co/MiVFYtG4G4,trump,-1
“Trump backs violent white suprematists. There’s no way around it.”  Yes. There’s no way around it. https://t.co/hHZhWbiccN,trump,-1
"Trump himself, and his lies about covid, are themselves a virus that has made our crisis the worst in the world and killed countless thousands. https://t.co/dcFnouLwst",trump,-1
"On top of everything else on Aug 24 Social Security’s Chief Actuary warned trump’s plan to eliminate payroll taxes will deplete the S.S. Trust Fund by 2023, “with no ability to pay benefits thereafter.”  Translation: trump is openly plotting to eliminate Social Security. https://t.co/PqJme7xXlZ",trump,-1
"Last week we found out trump is planning to send voter bribery drug discount cards to seniors, paid for via a nonexistent government program. Trump’s trying to buy votes w/ you picking up the tab.  Today @RepLloydDoggett and I are demanding answers on trump’s illegal scheme. https://t.co/KitKD6dMjA",trump,-1
Icymi last week @washingtonpost reported trump spews vile racism and antisemitism in private. Fits perfectly with refusal to condemn violent hate groups. https://t.co/lOk3MAZSkl,trump,-1
Trump refuses to condemn these violent goons. Gibes with last week’s report that trump spews antisemitic slurs in private. https://t.co/28HJqb1hbc,trump,-1
As we saw again yesterday trump welcomes the support of white supremacists and domestic extremists with open arms. https://t.co/8wBCEmzKrZ,trump,-1
In my new Oversight post I’ll be turning over every rock to root out trump regime corruption and tax abuses. https://t.co/UYop7awmBj,trump,-1
I don’t trust trump to lead for 40 minutes and mcconnell republicans are tripping over themselves to put trump’s handpicked extremist on our highest court for 40 years. https://t.co/Ub0fhcFbrS,trump,-1
"If you’re angry this morning just remember:  When given a chance to remove this man, 247-of-248 republican senators &amp; reps voted to keep trump in office.  So much of this tragedy could’ve been avoided but gop leaders value power more than democracy itself or even your life.",trump,-1
"They sure do deserve to know who trump owes $420,000,000 to https://t.co/B3lKYYdZTP",trump,-1
"Right now bill barr is continuing to try to spring trump’s felon friend mike flynn scot-free. This retired federal judge is stunned by barr’s DOJ lies.   As a reminder, flynn was on putin’s payroll and sold out America. Trump and barr want to keep him out of prison. https://t.co/RgBwhubcGV",trump,-1
"If you like paying for tax cuts for big business tycoons, trump and republicans are promising even more. https://t.co/Yv0nn3uY9m",trump,-1
Bill barr has turned the Dept of Justice into both trump's personal law firm and an arm of the trump campaign. We've never seen this banana republican corruption of law enforcement in America. #ImpeachBarr #DisbarBarr https://t.co/V6UgWqCAdZ,trump,-1
Your daily reminder that trump and bill barr are in court *right now* seeking to destroy the ACA and republicans want to use Justice Ginsburg’s seat to steal your health care during a pandemic.,trump,-1
"“Trump Secretly Mocks His Christian Supporters.... they’re all hustlers trump said.”  Smearing Evangelical Christians is despicable. Trump has contempt for everyone, even his most fervent supporters. https://t.co/zBiWVUluqU",trump,-1
"“In what became a recurring theme, trump’s defense was that he had merely licensed his name and therefore had no responsibility for the project’s collapse.”  Trump worked with any mysterious businessmen and shady slimeballs to rip people off. His campaign was all lies.",trump,-1
"Trump sold $3000 lectures and courses to get rich quick, scamming “desperate people drawn by promises of a fast payday” during the Great Recession.   He “teamed up with a multilevel marketing company” accused of fraud to sell products.  Remember Trump University?",trump,-1
"“He slapped his name on everything from steaks and vodka to a board game and cologne” and mattresses, ties, ringtones, and laundry detergent.  Trump is a lifelong con artist who’d slap his name on anything to make a fast buck. https://t.co/bzXjetZBHu https://t.co/sh4TlrHtKn",trump,-1
“We walked through the offices and saw chipped furniture... we saw a crumbling empire at every turn. Our job was to make it seem otherwise”  The Apprentice was a gigantic fraud concocted by trump and his sleazy friend @MarkBurnettTV. https://t.co/bzXjetZBHu,trump,-1
"“It was all a hoax.”  This morning the Times has a second installment looking at the trump tax returns.   This 🧵 has some highlights, or lowlights. https://t.co/bzXjetZBHu",trump,-1
The trump regime conspired to put your children at risk to give trump a political win. Think about that tonight.   Trump and his toadies would sacrifice your life for another day in power. https://t.co/ZkhG59kJSU,trump,-1
In August I urged our state Attorney General to stop the subversion of NJ elections by trump and his stooge louis dejoy. Thank you AG Grewal for your aggressive leadership to protect the Post Office. https://t.co/zAynNXmcGq https://t.co/3ZfmaDTZYB,trump,-1
This. Trump has promised for years to release his tax returns. He wouldn’t then and won’t now because the story is true and he’s a liar. https://t.co/5udCY4mxog,trump,-1
Trump is one of the biggest crooks in the world. I don’t care who you are this chart of his titanic tax cheating should enrage you. https://t.co/WG1nLyN3lY,trump,-1
"If tax cheat trump makes you mad, remember mcconnell republicans’ *only* legislative achievement of his entire presidency is a massive tax cut to big business tycoons. My gop colleagues admire trump’s fraud and criminality. https://t.co/Q6UVMsrG6G",trump,-1
This is right. Because of his financial entanglements and galactic debt trump is vulnerable to extortion and blackmail by gangsters and foreign leaders. He puts our national security in grave danger. https://t.co/LsDjofq56e,trump,-1
Trump is the most corrupt President in our history. I will not let up on my quest to prove our case and continue to support our efforts at transparency.   This is not political. No citizen is above the law. https://t.co/ni7LpiGplR,trump,-1
This report should stun to the core our nation at trump’s unfitness and criminality.   I will continue to sift through the findings but trump must release his tax returns as is longstanding practice and is required by law to Congress instead of lying and smearing the media. https://t.co/ni7LpiGplR,trump,-1
"And trump’s titanic financial losses confirm that while he campaigned as a so-called brilliant financial wizard, trump is a cheat, a fraud and perhaps the worst businessman in the world. https://t.co/ni7LpiGplR",trump,-1
"The partial findings reveal absolutely staggering theft by trump before and while he has been in office. To cover his losses, trump has looted the government and made himself vulnerable to heaven knows what foreign manipulation and blackmail. https://t.co/ni7LpiGplR",trump,-1
"As the leader of Congress’s fight to obtain the trump tax returns since Feb 2017, this blockbuster report confirms some of our worst fears. Donald trump has spent his entire life abusing the tax system to lie, cheat, and steal on a scale that is almost unimaginable. https://t.co/ni7LpiGplR",trump,-1
"“Zero.  “For Mr. Trump, that bottom line must have looked familiar. It was the fourth year in a row that he had not paid a penny of federal income taxes.  “Mr. Trump’s avoidance of income taxes is one of the most striking discoveries in his tax returns”",trump,-1
"“Ultimately, Mr. Trump has been more successful playing a business mogul than being one in real life.”  The emperor has no clothes.",trump,-1
"“Donald J. Trump paid $750 in federal income taxes the year he won the presidency. In his first year in the White House, he paid another $750.  He had paid no income taxes at all in 10 of the previous 15 years”  Incredible. And disgusting.",trump,-1
🚨 🚨 I have been leading Congress’s fight to get the trump tax returns since he took office. I’m going to be reading every word of this blockbuster to see how far the crimes go. Wow. https://t.co/1iD4tLwOpe,trump,-1
Mcconnell republicans are making up nonexistent religious attacks on their extremist court nominee.  But this week a report found trump spews vile racism and antisemitism in private and not a single mcconnell republican condemned it.  It’s all bad faith. https://t.co/lOk3MAZSkl,trump,-1
Trump is on the verge of nominating a rightwing political hack to Justice Ginsburg’s seat to steal your health care during a pandemic. https://t.co/gcgswn5bEi,trump,-1
Trump and barr are in court *right now* seeking to destroy the ACA and eliminate protections for all preexisting conditions.   This proclamation by trump is ghoulish gaslighting. Total lies to cover for republicans trying to steal your health care during a pandemic. https://t.co/1VSqR05dHR,trump,-1
"My neighbor @RepSires is 100% right.   For over 75 years, Voice of America @VOANews has been our beacon of liberty across the world.   Trump has turned VOA over to flunkies and propagandists who are gutting it and hiding. Pack should be hauled in to answer for his arson. https://t.co/alkv8GmcAg",trump,-1
Today @RepRichardNeal and I are demanding answers from the trump regime on their killing a Post Office plan to send masks to every American at the start of the pandemic. Countless lives could’ve been saved and the nation deserves to know what the hell happened. @WaysMeansCmte https://t.co/xGT3WNBmKm,trump,-1
"Right now we’re holding a hearing on saving Social Security.  On Aug 24 SS’s Chief Actuary warned trump’s plan to eliminate payroll taxes will deplete SS by 2023, “with no ability to pay benefits thereafter.”  Translation: trump is plotting to eliminate Social Security. https://t.co/m0x5bJxkgG",trump,-1
Mcconnell republicans are joining trump in saying the Supreme Court they’re rushing to pack should decide the election. https://t.co/gk2bQd3QCf,trump,-1
"Your regular reminder that trump and barr are in court *right now* seeking to destroy the ACA.   They’re trying to steal your health care *during a pandemic!*  So when republicans say they’re protecting your care, they are lying. https://t.co/9GzNEEG4sC",trump,-1
"As mcconnell republicans move frantically to pack another rightwing judge on the Supreme Court before the election, trump says out loud he needs the Court to award him the presidency.  It doesn't take Sherlock Holmes to see what republicans are doing. https://t.co/eC8lLxFDn0",trump,-1
Yesterday trump:  * Floated violence if he loses * Tied to racism and antisemitism * Advisors suggested coup  This year 247-of-248 republicans in Congress voted to keep trump in office. They did it because they value their power more than democracy itself.,trump,-1
Hillary’s EMAILS was on A1 how many days fall 2016 trump declaring his intention to be king for life is buried on A15? Do better for God’s sakes. https://t.co/30XJYvgQUP,trump,-1
He is openly calling for fascism. We need to say it out loud. That includes reporters.  This year 247-of-248 republicans in Congress voted to keep trump in office. They did it because they value their power more than democracy itself. Never forget it. https://t.co/6UN8mDPCmC,trump,-1
🚨 Trump wants to put another rightwing hack on the supreme court to rig the election and he’s saying it openly.  The republican party will burn down American democracy to cling to power. This is what they are. https://t.co/gMP0cMXAzJ,trump,-1
Today my colleagues and I are demanding answers from bill barr’s DOJ for his political investigation against blue states to cover up for the trump regime’s catastrophic failures to protect seniors from covid. https://t.co/oc3hgvtZq7,trump,-1
Is there a single republican in Congress who would give up their own power to reject trump and his racism and antisemitism? One? https://t.co/QlQxrvqFJN,trump,-1
"This piece shows trump is a stone-cold racist and antisemite, spewing bile against Black Americans, Jews, and Latinos in private. Disgusting but no surprise given trump’s public bigotry. https://t.co/GbburSrqze https://t.co/60jqzQtrkI",trump,-1
Our committee will be relentless in holding the criminal trump regime accountable. Exposing their full corruption will take all the labor of cleaning up after the circus leaves town. I’m eager to grab a shovel. https://t.co/nmvjF5Ah2D,trump,-1
Liar! Americans with preexisting conditions are *already* guaranteed protection by the ACA — the law trump and pence are trying to destroy in court right now! https://t.co/n99mlNrLRT,trump,-1
Today marks 130 days since the House approved $25 billion to help @USPS survive the pandemic and 230 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
That mcconnell republicans are turning the senate into a carbon copy of putin’s puppet parliament is tragically a comparison republicans and trump probably welcome. https://t.co/yyQK2JATW7,trump,-1
Trump and republicans *want* to steal your health care during a pandemic. It’s their actual end goal. https://t.co/c8PDHIsg5h,trump,-1
🚨🚨 The Manhattan DA suggests he has evidence of trump felonies. I have been chasing trump’s tax returns since Feb 2017. This is welcome news and zero surprise. https://t.co/5KnobTWxQV,trump,-1
"On top of everything else on Aug 24 Social Security’s Chief Actuary warned trump’s plan to eliminate payroll taxes will deplete the S.S. Trust Fund by 2023, “with no ability to pay benefits thereafter.”  Translation: trump is openly plotting to eliminate Social Security. https://t.co/pLdWUckxJy",trump,-1
Despite bill barr’s lies Mueller found trump committed felonies. Trump is a criminal. We knew it then we know it now.   And every single republican in Congress doesn’t care because they value their power more than democracy itself. https://t.co/wGhIM11hmE,trump,-1
The trump crime family continues to use the government to line their pockets and we can't even know how much they're heisiting because trump's appointees won't tell us! https://t.co/NJX9nDtjxX,trump,-1
Good morning. Trump and bill barr are in court *right now* seeking to destroy the ACA and republicans want to use Justice Ginsburg’s seat to steal your health care during a pandemic. https://t.co/ZFEeeeed72,trump,-1
"'you can sort of do what you want'  This trump quote probably sounds familiar from 2016. It is also an encapsulation of modern republicanism. Raw power trumps all other considerations. 'We win, the hell with you.' That should the GOP's permanent slogan. https://t.co/fKdzStvisl",trump,-1
"This confirms what we’ve long known: that trump committed obstruction of justice.  The failure to depose trump and his son were inexcusable failures, but the conclusion is clear: trump is a criminal. https://t.co/ApQ7vkVzUJ",trump,-1
Trump and his servile republicans lie about it but they have never given up trying to steal your health care. Republicans want to steal your health care during a pandemic. https://t.co/C6eZismM8z,trump,-1
Trump and bill barr are in court *right now* seeking to destroy the ACA and republicans want to use Justice Ginsburg’s seat to steal your health care during a pandemic.,trump,-1
"Icymi yesterday here’s trump gleefully talking about shooting people.   If you think mcconnell republicans care about trump’s fascism, or 200,000 dead Americans, or 20,000,000 losing their health care, you’d be wrong. Republicans don’t give a damn. https://t.co/W9rsn4bFOx",trump,-1
Do not forget that trump and bill barr are in court right now seeking to destroy the ACA and the Roberts Court agreed to decide the case *after* the election.  So many things are at stake. One of them is your life.,trump,-1
Trump and the trump crime family have spent four years stealing from you to line their pockets. Even the pandemic hasn’t stopped them. And not a single republican in Congress gives a damn. https://t.co/Iw2BsmayHQ,trump,-1
Trump called our service members “losers” and “suckers.” I have a new op-ed detailing how his record of hostility to soldiers and their health may be even more disgraceful. @northjersey https://t.co/JfhdOYugpp,trump,-1
I’d say this was cribbed from Sinclair Lewis but that would give trump and his rabble too much credit. https://t.co/0bf5e0kp6I,trump,-1
How many lives would have been saved if the Post Office had not been blocked from sending masks to every household? USPS is built this and instead trump is dismantling it. https://t.co/93zLBEvfP7,trump,-1
Right answer. The FBI is not a private army for trump and bill barr. #ImpeachBarr #DisbarBarr https://t.co/k2FIy5WUVT,trump,-1
"Bill barr is a fanatic, he is out of control, he’s turned the Justice Dept into a trump law firm, and is attacking democracy. He should be impeached and he should be stripped of his law licenses forever. https://t.co/Sm2nm0Xwjn",trump,-1
It’s worth reminding that over two dozen women have accused donald trump of sexual assault and trump has repeatedly defended jeffrey epstein’s arrested partner in an international child trafficking ring. https://t.co/yosnCod16W,trump,-1
Today marks 125 days since the House approved $25 billion to help @USPS survive the pandemic and 225 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
And lest any one accuse me of hyperbole here’s a picture of the giant party trump and republicans held on the White House lawn after voting to steal your health care. Note the unbridled glee. https://t.co/mLRXnXfRL5 https://t.co/X6B7y0jDA8,trump,-1
Your regular reminder that trump and bill barr are in court *right now* seeking to destroy the ACA.   They're trying to steal your health care during a pandemic and lying about it. https://t.co/gEJU0YpJhP,trump,-1
Today marks 124 days since the House approved $25 billion to help @USPS survive the pandemic and 224 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
When 247-of-248 (99.6%) republicans in Congress voted to keep trump in office despite overwhelming evidence of his treachery they made clear they value their power over democracy and even your life. https://t.co/ZeiuGVdmVU,trump,-1
Your regular reminder that trump and barr are in court *right now* trying to destroy the ACA. He’s trying to steal your health care during a pandemic and lying about it. https://t.co/ReBwhorycs,trump,-1
Icymi this top trump appointee has been blocking CDC reports warning about the danger of covid and accused scientists of treason while supporting an armed uprising. https://t.co/xIbjrHFNDF,trump,-1
"Republicans have voted over 70x to invalidate the ACA.  Trump and barr are in court right now trying to destroy the ACA.  On June 29, 177-of-179 (99%) of house republicans voted against protecting the ACA.  So when republicans say they’re protecting your health care they’re lying https://t.co/qdwxD0MBF4",trump,-1
Today marks 123 days since the House approved $25 billion to help @USPS survive the pandemic and 223 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
"“I don’t think the science knows”  When given a chance to remove this man, 247-of-248 (99.6%) republicans in Congress voted to keep trump in office.  They did it because they value their power more your life. Remember that. https://t.co/5XINjve70Y",trump,-1
RT @morethanmySLE: There is NOT even a thinly veiled attempt to disguise this: Trump &amp; his Administration are openly working to eliminate S…,trump,-1
"Icymi on Aug 24 Social Security’s Chief Actuary said trump’s plan to eliminate payroll taxes will deplete the S.S. Trust Fund by 2023, “with no ability to pay benefits thereafter.”  Translation: trump is openly plotting to eliminate Social Security. https://t.co/xpDdUv2IyQ",trump,-1
This deranged racist trump installed to suppress CDC warnings about covid is now saying hit squads are being trained for insurrection and is accusing scientists of treason.   It isn't funny because these miscreants endanger our lives. https://t.co/eLCEfGPvjk,trump,-1
Trump and the republican party have lied to you for months about this virus. They don’t care about your health or if you live or die. https://t.co/QKbHWlosRz,trump,-1
"Mcconnell republicans refuse to pass new stimulus payments, save the Post Office, aid states bankrupted by covid, protect voting rights, or secure democracy. But they have plenty of time to turn Congress into an arm of the trump campaign.  The republican party is unfit to govern. https://t.co/RhGvX4LOXc",trump,-1
Today marks 122 days since the House approved $25 billion to help @USPS survive the pandemic and 222 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
Over the weekend trump twice mused about executing people without due process or trial. This is fascism in the flesh. https://t.co/Z2Of3jqEv7,trump,-1
"Icymi on Aug 24 Social Security’s Chief Actuary said trump’s plan to eliminate payroll taxes will deplete the S.S. Trust Fund by 2023, “with no ability to pay benefits thereafter.”  Translation: trump is openly plotting to eliminate Social Security. https://t.co/SFSolgMI18",trump,-1
Today marks 121 days since the House approved $25 billion to help @USPS survive the pandemic and 221 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
Reminder: trump gave clemency to this deranged sleazebag felon after roger stone coordinated with putin vessels to leak dirt during the 2016 election. Now stone’s calling for armed dictatorship. https://t.co/xkVsnMXl66,trump,-1
Your regular reminder that trump is in court *right now* trying to destroy the ACA and eliminate protections for preexisting conditions.   He’s trying to steal your health care during a pandemic and lying about it. https://t.co/qaAsKNiN47,trump,-1
As trump again tells his voters to commit felony fraud remember that every republican lie about widespread voter “fraud” is a political weapon summarized here: https://t.co/GPKTMsv4Wc https://t.co/RO7GeKeM7i,trump,-1
Today marks 120 days since the House approved $25 billion to help @USPS survive the pandemic and 220 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
🚨 A bombshell report last night revealed a trump henchman with a history of racist statements and no medical background is doctoring CDC reports warning Americans on covid because they make trump look bad.  The republican party is unfit to govern and a threat to your life. https://t.co/wYqMTXVIPC https://t.co/NxnnkM6ge9,trump,-1
A trump stooge with a history of racist statements and no medical background is doctoring CDC reports warning Americans on covid  because they make trump look bad.  The republican party is unfit to govern and a threat to your life. https://t.co/wYqMTXVIPC https://t.co/tItuFO2od6,trump,-1
Today marked 119 days since the House approved $25 billion to help @USPS survive the pandemic and 219 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
Reminder that trump is in court *right now* trying to destroy the ACA and eliminate protections for preexisting conditions. He’s trying to steal your health care during a pandemic and lying about it. https://t.co/bR1j1xAD5x,trump,-1
Trump may not give a damn if you live or die but he's fully engaged protecting the murderous Saudi royal family for murdering people. https://t.co/haEc3A7vg7,trump,-1
Today marks 118 days since the House approved $25 billion to help @USPS survive the pandemic and 218 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
"Rightwing domestic terrorism is a threat to every community in America. Trump has spent four years winking, nodding, and encouraging extremist violence while simultaneously lying about their danger. https://t.co/38egki0BX6",trump,-1
"While you're digesting how trump's lies have killed tens of thousands of Americans, do not forget that when given a chance to remove him, 247/248 (99.6%) republicans in Congress voted to keep trump in office.  They did it bc they value their power more your life. Remember that.",trump,-1
Read this while remembering trump confessed to destroying the Post Office to keep people from voting and ask yourself:  If trump and his flunkies were trying to burn down American democracy what would they do differently? https://t.co/VdBzEpTqSn,trump,-1
"Rightwing domestic terrorism is a threat to every community in America. Trump has spent four years winking, nodding, and encouraging extremist violence while simultaneously lying about their danger. Trump is a threat to your life. https://t.co/JabhxjCPAd",trump,-1
"RT @RepDonBeyer: Trump admits he lied about a pandemic that has since killed nearly 200,000 Americans.   For the record, literally no one d…",trump,-1
"Never forget that when given a chance to remove this man, 247-of-248 republican senators &amp; reps voted to keep trump in office. Thousands are dead because of their cowardice.  This tragedy could’ve been avoided but gop leaders value power more than democracy or even your life. https://t.co/DQJDw5hzYU",trump,-1
In fact trump has spent his entire tenure trying to defund police departments and stiff law enforcement. Here’s the receipts: https://t.co/NTNt0v20be https://t.co/0mCN0lDWEF,trump,-1
Trump and dejoy are destroying the Post Office to rig the election for trump and they don’t care how many lives they endanger to do it. https://t.co/wcEKSXYNP8,trump,-1
Today marks 117 days since the House approved $25 billion to help @USPS survive the pandemic and 217 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
How do you feel that trump and bill barr want to use your tax dollars to defend trump in a rape case? https://t.co/i09ejxZzQm,trump,-1
Every single America should be disgusted that every vestige of the federal government has been converted into a bodyguard or piggybank for the trump crime family. https://t.co/i09ejxZzQm,trump,-1
Bill barr is using your tax dollars to turn the Justice Dept into a personal law firm for trump in a sex assault case. Reminder: over 20 women have accused trump of sexual assault. #ImpeachBarr #DisbarBarr https://t.co/5j8YB5M9Ir,trump,-1
"Icymi on Aug 24 Social Security’s Chief Actuary said trump’s plan to eliminate payroll taxes will deplete the S.S. Trust Fund by 2023, “with no ability to pay benefits thereafter.”  Translation: trump is openly plotting to eliminate Social Security. https://t.co/H0eVZrpMlL",trump,-1
"This is correct, as my @NYDailyNews oped last week showed, trump himself has repeatedly tried to stiff and defund law enforcement: https://t.co/NTNt0v20be https://t.co/t03KrgNqcI",trump,-1
And in case anyone forget trump and bill barr are in court *right now* trying to destroy the ACA and replace it with nothing. Republicans want to steal your health care during a pandemic. https://t.co/3BYx2CnA7w,trump,-1
Today marks 116 days since the House approved $25 billion to help @USPS survive the pandemic and 216 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
Today marks 115 days since the House approved $25 billion to help @USPS survive the pandemic and 215 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
Several days later has a single republican in Congress unequivocally condemned trump for calling our troops ‘losers’?   The entire republican party values their power more than American honor or even your life. https://t.co/sPEVxdJxBZ,trump,-1
Systematic voter “fraud” is virtually nonexistent but republicans since before trump have used it as a weapon to bludgeon democracy to preserve their rule at any cost. https://t.co/FZKSxZNYfm,trump,-1
Bravo to my colleague @repjimcooper for asking dejoy under oath about this. Dejoy may have perjured himself. When next asked if he’s been promised a pardon by trump dejoy wouldn’t answer. 🤔 🤔 https://t.co/KcQfz05JML,trump,-1
"193,106 Americans are dead, mcconnell republicans are blocking all aid, and days after we learned trump called our military heroes “losers” he’s on the golf course.  The republican party is unfit to govern and doesn’t give a damn about you. https://t.co/cqQACJ2nxP",trump,-1
Icymi I have a column in @NYDailyNews on how it’s *trump* who’s spent four years trying to defund and stiff American law enforcement. https://t.co/NTNt0v20be,trump,-1
Today marks 114 days since the House approved $25 billion to help @USPS survive the pandemic and 214 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
